0|96.08|1312|408|5.1|5.1|1|8
0.1|96.08|1603|412|5.1|5.1|1|8
0.2|96.12|1624|413|5.1|5.1|1|8
0.3|96.06|1637|413|5.1|5.1|1|8
0.4|96.1|1649|414|5.1|5.1|1|8
0.5|96.06|1657|414|5.1|5.1|3|8
0.6|96.1|1665|414|5.1|5.1|3|8
0.7|96.09|1670|414|5.1|5.1|3|8
0.8|96.01|1673|414|5.1|5.1|3|8
0.9|96.04|1675|414|5.1|5.1|3|8
1|96.02|1680|414|5.1|5.1|3|8
1.1|96.08|1683|414|5.1|5.1|3|8
1.2|96.04|1686|414|5.1|5.1|3|8
1.3|96.02|1686|414|5.1|5.1|3|8
1.4|96.04|1688|414|5.1|5.1|3|8
1.5|96.06|1688|414|5.1|5.1|3|8
1.6|96.04|1691|414|5.1|5.1|3|8
1.7|96.04|1686|414|5.1|5.1|3|8
1.8|96.05|1675|414|5.1|5.1|3|8
1.9|96.08|1662|414|5.1|5.1|3|8
2|96.04|1662|414|5.1|5.1|3|8
2.1|95.97|1652|414|5.1|5.1|3|8
2.2|96.02|1619|414|5.1|5.1|3|8
2.3|96.01|1603|414|5.1|5.1|3|8
2.4|96.05|1093|415|5.1|5.1|2|8
2.5|95.85|1059|416|5.1|5.1|2|8
2.6|95.49|1088|416|5.1|5.1|2|8
2.7|95.1|1152|416|5.1|5.1|2|8
2.8|94.64|1304|418|5.1|5.1|2|8
2.9|94.29|1722|418|5.1|5.1|3|8
3|93.98|1755|418|5.1|5.1|3|8
3.1|93.9|1765|419|5.1|5.1|3|8
3.2|93.8|1771|419|5.1|5.1|3|8
3.3|93.88|1776|419|5.1|5.1|3|8
3.4|93.8|1781|420|5.1|5.1|3|8
3.5|93.78|1784|420|5.1|5.1|3|8
3.6|93.76|1786|420|5.1|5.1|3|8
3.7|93.76|1789|420|5.1|5.1|3|8
3.8|93.7|1789|420|5.2|5.1|3|8
3.9|93.8|1791|420|5.2|5.1|3|8
4|93.74|1791|420|5.2|5.2|3|8
4.1|93.74|1791|420|5.2|5.2|3|8
4.2|93.76|1794|420|5.2|5.2|3|8
4.3|93.76|1794|420|5.2|5.2|3|8
4.4|93.72|1796|420|5.2|5.2|3|8
4.5|93.76|1796|420|5.2|5.2|3|8
4.6|93.74|1799|420|5.2|5.2|3|8
4.7|93.73|1799|420|5.2|5.2|3|8
4.8|93.76|1799|420|5.2|5.2|3|8
4.9|93.76|1799|420|5.2|5.2|4|8
5|93.85|1799|420|5.2|5.2|4|8
5.1|94.31|1778|420|5.2|5.2|4|8
5.2|94.79|1631|420|5.2|5.2|4|8
5.3|95.25|1049|418|5.2|5.2|5|8
5.4|95.41|1039|417|5.2|5.2|5|8
5.5|95.5|1039|417|5.2|5.2|5|8
5.6|95.51|1036|416|5.2|5.2|5|8
5.7|95.58|1036|416|5.2|5.2|5|8
5.8|95.55|1036|416|5.2|5.2|5|8
5.9|95.53|1036|416|5.2|5.2|5|8
6|95.55|1036|416|5.2|5.2|5|8
6.1|95.58|1036|417|5.2|5.2|5|8
6.2|95.55|1036|416|5.2|5.2|5|8
6.3|95.55|1036|416|5.2|5.2|5|8
6.4|95.57|1036|417|5.2|5.2|5|8
6.5|95.53|1036|417|5.2|5.2|5|8
6.6|95.55|1036|417|5.2|5.2|5|8
6.7|95.58|1036|417|5.2|5.2|5|8
6.8|95.55|1036|417|5.2|5.2|5|8
6.9|95.57|1036|417|5.2|5.2|5|8
7|95.55|1036|417|5.2|5.2|5|8
7.1|95.54|1036|417|5.2|5.2|5|8
7.2|95.57|1039|417|5.2|5.2|5|8
7.3|95.57|1039|417|5.2|5.2|2|8
7.4|95.31|1039|417|5.2|5.2|2|8
7.5|94.9|1041|417|5.2|5.2|2|8
7.6|94.45|1209|417|5.2|5.2|2|8
7.7|94.02|1740|418|5.2|5.2|3|8
7.8|93.85|1781|420|5.2|5.2|3|8
7.9|93.65|1791|420|5.2|5.2|3|8
8|93.62|1799|421|5.2|5.2|3|8
8.1|93.55|1804|421|5.2|5.2|3|8
8.2|93.55|1807|421|5.2|5.2|3|8
8.3|93.57|1807|421|5.2|5.2|3|8
8.4|93.55|1809|421|5.2|5.2|3|8
8.5|93.54|1812|421|5.2|5.2|3|8
8.6|93.53|1812|420|5.2|5.2|3|8
8.7|93.54|1812|420|5.2|5.2|3|8
8.8|93.57|1814|420|5.2|5.2|3|8
8.9|93.57|1814|420|5.2|5.2|3|8
9|93.54|1814|420|5.2|5.2|3|8
9.1|93.55|1817|420|5.2|5.2|3|8
9.2|93.55|1817|420|5.2|5.2|3|8
9.3|93.55|1817|420|5.2|5.2|3|8
9.4|93.54|1820|420|5.2|5.2|3|8
9.5|93.55|1820|420|5.2|5.2|3|8
9.6|93.55|1820|420|5.2|5.2|3|8
9.7|93.54|1820|420|5.2|5.2|4|8
9.8|93.74|1820|420|5.2|5.2|4|8
9.9|94.08|1802|420|5.2|5.2|4|8
10|94.51|1742|420|5.2|5.2|4|8
10.1|95.07|1513|420|5.2|5.2|4|8
10.2|95.46|1057|418|5.2|5.2|5|8
10.3|95.7|1052|416|5.2|5.2|5|8
10.4|95.72|1054|404|5.2|5.2|5|8
10.5|95.77|1052|400|5.2|5.2|5|8
10.6|95.81|1052|399|5.2|5.2|5|8
10.7|95.82|1052|398|5.2|5.2|5|8
10.8|95.81|1054|398|5.2|5.2|5|8
10.9|95.82|1054|398|5.2|5.2|5|8
11|95.8|1052|398|5.2|5.2|5|8
11.1|95.76|1054|398|5.2|5.2|5|8
11.2|95.8|1054|398|5.2|5.2|5|8
11.3|95.82|1054|398|5.2|5.2|5|8
11.4|95.82|1054|398|5.2|5.2|5|8
11.5|95.78|1054|398|5.2|5.2|5|8
11.6|95.81|1054|398|5.2|5.2|5|8
11.7|95.82|1054|398|5.2|5.2|5|8
11.8|95.8|1057|398|5.2|5.2|5|8
11.9|95.73|1057|398|5.2|5.2|5|8
12|95.8|1057|398|5.2|5.2|5|8
12.1|95.82|1057|398|5.2|5.2|5|8
12.2|95.8|1057|398|5.2|5.2|2|8
12.3|95.5|1059|398|5.2|5.2|2|8
12.4|95.19|1059|398|5.2|5.2|2|8
12.5|94.7|1080|398|5.2|5.2|2|8
12.6|94.28|1371|398|5.2|5.2|2|8
12.7|93.86|1802|399|5.2|5.2|3|8
12.8|93.68|1827|400|5.2|5.2|3|8
12.9|93.58|1838|400|5.2|5.2|3|8
13|93.57|1843|400|5.2|5.2|3|8
13.1|93.47|1845|400|5.2|5.2|3|8
13.2|93.41|1848|400|5.2|5.2|3|8
13.3|93.45|1848|400|5.2|5.2|3|8
13.4|93.47|1848|400|5.2|5.2|3|8
13.5|93.49|1851|400|5.2|5.2|3|8
13.6|93.46|1851|400|5.2|5.2|3|8
13.7|93.43|1853|400|5.2|5.2|3|8
