0|96.02|1291|411|5|5|1|8
0.1|96.02|1515|414|5|5|1|8
0.2|96.04|1508|415|5|5|1|8
0.3|96.01|1394|415|5|5|1|8
0.4|96.02|1057|414|5|5|1|8
0.5|96.02|1093|414|5|5|2|8
0.6|95.76|1222|414|5|5|2|8
0.7|95.35|1611|415|5|5|3|8
0.8|95.15|1655|416|5|5|3|8
0.9|94.96|1670|416|5|5|3|8
1|94.96|1683|416|5|5|3|8
1.1|94.82|1693|416|5|5|3|8
1.2|94.8|1698|416|5|5|3|8
1.3|94.84|1704|417|5|5|3|8
1.4|94.82|1706|417|5|5|3|8
1.5|94.84|1711|416|5|5|3|8
1.6|94.84|1714|416|5|5|3|8
1.7|94.84|1714|416|5|5|3|8
1.8|94.86|1716|416|5|5|3|8
1.9|94.86|1719|416|5|5|3|8
2|94.83|1719|416|5|5|3|8
2.1|94.86|1722|416|5|5|3|8
2.2|94.84|1724|416|5|5|3|8
2.3|94.82|1724|416|5|5|3|8
2.4|94.84|1727|416|5|5|3|8
2.5|94.83|1727|416|5|5|3|8
2.6|94.83|1729|416|5|5|3|8
2.7|94.84|1729|416|5|5|4|8
2.8|94.92|1729|416|5|5|4|8
2.9|95.18|1714|416|5|5|4|8
3|95.35|1693|416|5|5|4|8
3.1|95.73|1657|416|5|5|4|8
3.2|96.52|1095|415|5|5|5|8
3.3|96.9|1070|414|5|5|5|8
3.4|97.04|1067|413|5|5|5|8
3.5|97.08|1067|413|5|5|5|8
3.6|97.06|1064|413|5|5|5|8
3.7|97.16|1064|413|5|5|5|8
3.8|97.16|1064|413|5.1|5.1|5|8
3.9|97.22|1064|413|5.1|5.1|5|8
4|97.15|1064|413|5.1|5.1|5|8
4.1|97.16|1064|413|5.1|5.1|5|8
4.2|97.15|1064|413|5.1|5.1|5|8
4.3|97.15|1064|413|5.1|5.1|5|8
4.4|97.2|1064|413|5.1|5.1|5|8
4.5|97.15|1064|413|5.1|5.1|5|8
4.6|97.15|1064|413|5.1|5.1|5|8
4.7|97.15|1064|413|5.1|5.1|5|8
4.8|97.14|1064|413|5.1|5.1|5|8
4.9|97.14|1064|413|5.1|5.1|5|8
5|97.18|1064|413|5.1|5.1|5|8
5.1|97.16|1064|413|5.1|5.1|5|8
5.2|97.15|1064|412|5.1|5.1|2|8
5.3|97.03|1064|412|5.1|5.1|2|8
5.4|96.7|1067|412|5.1|5.1|2|8
5.5|96.51|1067|412|5.1|5.1|2|8
5.6|96.12|1067|413|5.1|5.1|2|8
5.7|95.41|1482|413|5.1|5.1|2|8
5.8|95|1688|414|5.1|5.1|3|8
5.9|94.76|1724|415|5.1|5.1|3|8
6|94.61|1742|416|5.1|5.1|3|8
6.1|94.55|1750|416|5.1|5.1|3|8
6.2|94.44|1755|416|5.1|5.1|3|8
6.3|94.43|1758|416|5.1|5.1|3|8
6.4|94.45|1760|416|5.1|5.1|3|8
6.5|94.47|1763|416|5.1|5.1|3|8
6.6|94.45|1765|416|5.1|5.1|3|8
6.7|94.47|1765|416|5.1|5.1|3|8
6.8|94.45|1768|415|5.1|5.1|3|8
6.9|94.44|1771|415|5.1|5.1|3|8
7|94.47|1771|416|5.1|5.1|3|8
7.1|94.45|1773|416|5.1|5.1|3|8
7.2|94.45|1773|416|5.1|5.1|3|8
7.3|94.44|1776|416|5.1|5.1|3|8
7.4|94.45|1778|416|5.1|5.1|3|8
7.5|94.44|1776|416|5.1|5.1|3|8
7.6|94.48|1778|416|5.1|5.1|3|8
7.7|94.43|1778|416|5.1|5.1|3|8
7.8|94.48|1778|416|5.1|5.1|4|8
7.9|94.68|1776|416|5.1|5.1|4|8
8|94.92|1737|415|5.1|5.1|4|8
8.1|95.1|1724|415|5.2|5.1|4|8
8.2|95.7|1652|415|5.2|5.1|4|8
8.3|96.41|1098|414|5.2|5.2|5|8
8.4|96.7|1080|413|5.2|5.2|5|8
8.5|96.87|1077|412|5.2|5.2|5|8
8.6|96.95|1077|412|5.2|5.2|5|8
8.7|96.95|1077|412|5.2|5.2|5|8
8.8|96.95|1077|412|5.2|5.2|5|8
8.9|96.95|1077|412|5.2|5.2|5|8
9|96.95|1077|412|5.2|5.2|5|8
9.1|96.94|1077|412|5.2|5.2|5|8
9.2|96.95|1077|412|5.2|5.2|5|8
9.3|96.95|1077|412|5.2|5.2|5|8
